circ,circ_hash,circ_key,ori_latency,merged_latency,grape_res,1q_count,2q_count
"     ┌────────────┐
q_0: ┤ RZ(-0.912) ├
     └────────────┘",9ba402ddbb1434f8afa32cb407b4b6138ed1b1351745d825d5b1ddd986f6048a,"[[ 0.9   0.    0.44  0.  ]
 [ 0.    0.9   0.   -0.44]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A58A38D08>,1,0
"     ┌─────────┐
q_0: ┤ RZ(1.6) ├
     └─────────┘",0a961d39d9666ea992a9f8b3b373a79985df650505359ad8e7362dd2dbad373b,"[[ 0.7   0.   -0.72  0.  ]
 [ 0.    0.7   0.    0.72]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A34549EC8>,1,0
"                            ┌──────────┐┌───────────┐                   »
q_0: ──■─────────────────■──┤ RZ(0.78) ├┤ RZ(-3.12) ├───────────────────»
     ┌─┴─┐┌───────────┐┌─┴─┐└──┬───┬───┘├───────────┤┌───┐┌────────────┐»
q_1: ┤ X ├┤ RZ(-0.48) ├┤ X ├───┤ H ├────┤ RZ(-0.96) ├┤ H ├┤ RZ(-0.912) ├»
     └───┘└───────────┘└───┘   └───┘    └───────────┘└───┘└────────────┘»
«                            
«q_0: ───────────────────────
«     ┌──────────┐┌─────────┐
«q_1: ┤ RZ(-0.4) ├┤ RZ(1.6) ├
«     └──────────┘└─────────┘",ed7e79a4b17b3ebe9c1a170a538d4a8b8a2b7eab9c890dc66603c1015184f64b,"[[ 0.27  0.   -0.33  0.    0.85  0.    0.33  0.  ]
 [ 0.    0.01  0.    0.41  0.   -0.89  0.    0.22]
 [-0.46  0.    0.42  0.    0.01  0.    0.78  0.  ]
 [ 0.    0.44  0.    0.63  0.    0.14  0.   -0.63]]",48.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A37F8CE08>,7,2
"     ┌──────────┐
q_0: ┤ RZ(-1.1) ├
     └──────────┘",20b3d8bcf50bc729affac26af0d2d6e4b20e345f51c6b174fa5c113dfc39d196,"[[ 0.85  0.    0.52  0.  ]
 [ 0.    0.85  0.   -0.52]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A4449A988>,1,0
"     ┌─────────┐
q_0: ┤ RZ(4.4) ├
     └─────────┘",17c808359b8632d47a2de955390bfd93267128ea08ae7249e2450ce2f7769a2c,"[[-0.59  0.   -0.81  0.  ]
 [ 0.   -0.59  0.    0.81]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B0A034B88>,1,0
"     ┌───────────┐
q_0: ┤ RZ(0.624) ├
     └───────────┘",d9cdf4dd699eb0fdede54e21b3afc65d36a308cd51a16af04b0346d0ed51181f,"[[ 0.95  0.   -0.31  0.  ]
 [ 0.    0.95  0.    0.31]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A3DB00708>,1,0
"                           ┌───┐┌───────────┐┌───┐┌────────────┐┌──────────┐»
q_0: ──■────────────────■──┤ H ├┤ RZ(-0.96) ├┤ H ├┤ RZ(-0.144) ├┤ RZ(-1.1) ├»
     ┌─┴─┐┌──────────┐┌─┴─┐├───┤├───────────┤├───┤├───────────┬┘├─────────┬┘»
q_1: ┤ X ├┤ RZ(1.56) ├┤ X ├┤ H ├┤ RZ(-0.96) ├┤ H ├┤ RZ(0.624) ├─┤ RZ(0.4) ├─»
     └───┘└──────────┘└───┘└───┘└───────────┘└───┘└───────────┘ └─────────┘ »
«     ┌─────────┐
«q_0: ┤ RZ(4.4) ├
«     └─────────┘
«q_1: ───────────
«                ",0e02cced6b52758afa20b60b90184ec739f8a558a2e0f625c18d14981076074b,"[[-0.76  0.4   0.4   0.21 -0.21  0.11  0.11  0.06]
 [-0.12 -0.21  0.06 -0.12  0.39  0.76 -0.21  0.39]
 [ 0.39 -0.2   0.75  0.39 -0.11  0.06 -0.22 -0.11]
 [-0.05 -0.11 -0.11  0.2  -0.21 -0.39 -0.39  0.76]]",49.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A384184C8>,7,2
"     ┌──────────┐
q_0: ┤ RZ(-2.2) ├
     └──────────┘",53a2ac7ddbc8ff9966c8a028d33ef56d7e882d7d16740b92857375b5c8ef813e,"[[ 0.45  0.    0.89  0.  ]
 [ 0.    0.45  0.   -0.89]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A4D13BB48>,1,0
"     ┌──────────┐
q_0: ┤ RZ(-1.9) ├
     └──────────┘",53eca2deabf620be210c90c3fe13db663a8a0410a50e6080c25d01aa38d9dfe3,"[[ 0.58  0.    0.81  0.  ]
 [ 0.    0.58  0.   -0.81]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A56F18BC8>,1,0
"     ┌─────────┐
q_0: ┤ RZ(7.6) ├
     └─────────┘",f0c1c4c58910c2b2cdb30dde0c60f608b97c7b7b8f9958c6ad3458ffc4f90397,"[[-0.79  0.    0.61  0.  ]
 [ 0.   -0.79  0.   -0.61]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B161C43C8>,1,0
"                           ┌──────────┐┌─────────┐
q_0: ──■────────────────■──┤ RZ(-1.9) ├┤ RZ(7.6) ├
     ┌─┴─┐┌──────────┐┌─┴─┐├──────────┤└─────────┘
q_1: ┤ X ├┤ RZ(-2.2) ├┤ X ├┤ RZ(-1.3) ├───────────
     └───┘└──────────┘└───┘└──────────┘           ",6b0935b7f0baf96321575960f3f1bb60edfce234b46919b50bfb20505d6517c3,"[[ 0.45  0.    0.    0.   -0.89  0.    0.    0.  ]
 [ 0.   -0.74  0.    0.    0.    0.68  0.    0.  ]
 [ 0.    0.   -0.11  0.    0.    0.    0.99  0.  ]
 [ 0.    0.    0.   -0.99  0.    0.    0.   -0.16]]",32.0,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A3FA7FD88>,3,2
"     ┌──────────┐
q_0: ┤ RZ(-3.8) ├
     └──────────┘",52ca399ad392a4f3cedb017e86bfd2fc0031520550ff71f0dd96b24e801778ed,"[[-0.32  0.    0.95  0.  ]
 [ 0.   -0.32  0.   -0.95]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A40913848>,1,0
"     ┌──────────┐
q_0: ┤ RZ(0.84) ├
     └──────────┘",4d533e56032acebb48b9c34236a2bfb8883052e4ab005b3f3c6232e1a4a0862b,"[[ 0.91  0.   -0.41  0.  ]
 [ 0.    0.91  0.    0.41]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A3EF36388>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-3.36) ├
     └───────────┘",ca5f6b0ec21bfac13477d8dfa28d70058969e1c4592995960e5d9075c0a07fbe,"[[-0.11  0.    0.99  0.  ]
 [ 0.   -0.11  0.   -0.99]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A428EE988>,1,0
"                           ┌───┐┌───────┐┌───┐┌───────┐┌──────────┐»
q_0: ──■────────────────■──┤ H ├┤ RZ(0) ├┤ H ├┤ RZ(0) ├┤ RZ(0.84) ├»
     ┌─┴─┐┌──────────┐┌─┴─┐├───┤├───────┤├───┤├───────┤├──────────┤»
q_1: ┤ X ├┤ RZ(-3.8) ├┤ X ├┤ H ├┤ RZ(0) ├┤ H ├┤ RZ(0) ├┤ RZ(1.54) ├»
     └───┘└──────────┘└───┘└───┘└───────┘└───┘└───────┘└──────────┘»
«     ┌───────────┐
«q_0: ┤ RZ(-3.36) ├
«     └───────────┘
«q_1: ─────────────
«                  ",0a64ae3784b05b772ba4e3f5f930190444ba310e9ee10fc60bd993ff4825ab1a,"[[-0.73  0.    0.    0.    0.68  0.    0.    0.  ]
 [ 0.   -0.7   0.    0.    0.    0.71  0.    0.  ]
 [ 0.    0.    0.99  0.    0.    0.    0.13  0.  ]
 [ 0.    0.    0.    0.16  0.    0.    0.    0.99]]",45.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A62A22348>,7,2
"     ┌──────────┐
q_0: ┤ RZ(1.68) ├
     └──────────┘",36cd2ef3d6fceed8c1e9779ff3ce08d73a16ef24eb06f3d926d4d3185f94e579,"[[ 0.67  0.   -0.74  0.  ]
 [ 0.    0.67  0.    0.74]]",3.5,3.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A66C0D848>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-7.28) ├
     └───────────┘",ee3bdfe6646c4839b2839a352d0dd35d540e3cbc34929583eb315630ff285d53,"[[-0.88  0.   -0.48  0.  ]
 [ 0.   -0.88  0.    0.48]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A67B3D908>,1,0
"     ┌──────────┐
q_0: ┤ RZ(2.66) ├
     └──────────┘",909a6ce45e65315e0cb7299068ed92714eecd0a9ad7ce1d9983874b74a1dbdac,"[[ 0.24  0.   -0.97  0.  ]
 [ 0.    0.24  0.    0.97]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A6A428EC8>,1,0
"                           ┌──────────┐┌───────────┐
q_0: ──■────────────────■──┤ RZ(1.82) ├┤ RZ(-7.28) ├
     ┌─┴─┐┌──────────┐┌─┴─┐├──────────┤└───────────┘
q_1: ┤ X ├┤ RZ(1.68) ├┤ X ├┤ RZ(2.66) ├─────────────
     └───┘└──────────┘└───┘└──────────┘             ",13be4a9645afae25fe7bf5d67cca01a0733f567a9ce6094b307528c38eaf24be,"[[ 0.85  0.    0.    0.    0.53  0.    0.    0.  ]
 [ 0.   -1.    0.    0.    0.    0.08  0.    0.  ]
 [ 0.    0.    0.19  0.    0.    0.   -0.98  0.  ]
 [ 0.    0.    0.   -0.62  0.    0.    0.   -0.78]]",33.0,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A6AB743C8>,3,2
"     ┌──────────┐
q_0: ┤ RZ(3.64) ├
     └──────────┘",00c409ac3dcac7461e6c4545ea72635b41e16ff7f492b6d8e38a0d1fd2474424,"[[-0.25  0.   -0.97  0.  ]
 [ 0.   -0.25  0.    0.97]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A0C2C3548>,1,0
"     ┌──────────┐
q_0: ┤ RZ(3.24) ├
     └──────────┘",e3c7de45cc3fbf8f3272bc076eac799952b5f675ccf1ed05df272539f5c1e697,"[[-0.05  0.   -1.    0.  ]
 [ 0.   -0.05  0.    1.  ]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239FF9F3E88>,1,0
"                           ┌───┐┌──────────┐┌───┐┌───────────┐ ┌──────────┐»
q_0: ──■────────────────■──┤ H ├┤ RZ(0.96) ├┤ H ├┤ RZ(0.528) ├─┤ RZ(3.24) ├»
     ┌─┴─┐┌──────────┐┌─┴─┐├───┤├──────────┤├───┤└┬──────────┤┌┴──────────┤»
q_1: ┤ X ├┤ RZ(3.64) ├┤ X ├┤ H ├┤ RZ(0.96) ├┤ H ├─┤ RZ(0.72) ├┤ RZ(-1.08) ├»
     └───┘└──────────┘└───┘└───┘└──────────┘└───┘ └──────────┘└───────────┘»
«     ┌────────────┐
«q_0: ┤ RZ(-12.96) ├
«     └────────────┘
«q_1: ──────────────
«                   ",30075601a8c732544bf0e937f04204cd3f279248eb876d4f029324c0e86c9649,"[[-0.77  0.13  0.13  0.21  0.15 -0.39 -0.39 -0.04]
 [ 0.02 -0.67  0.18  0.02 -0.41 -0.41  0.11 -0.41]
 [ 0.21 -0.21  0.79  0.21  0.35  0.01 -0.04  0.35]
 [-0.2  -0.08 -0.08  0.75  0.07  0.4   0.4  -0.24]]",48.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A45D39DC8>,7,2
"     ┌──────────┐
q_0: ┤ RZ(6.48) ├
     └──────────┘",fb73a688e9c7d87b909e256952c1bf430ac7c18954d937c6f2d87bb0bc92d978,"[[-1.   0.   0.1  0. ]
 [ 0.  -1.   0.  -0.1]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B33E273C8>,1,0
"     ┌───────────┐
q_0: ┤ RZ(-2.34) ├
     └───────────┘",d6b9a1cedce5aba92bf2cf629e4fe45a4c0195b60798634ed2eff6437e5e3239,"[[ 0.39  0.    0.92  0.  ]
 [ 0.    0.39  0.   -0.92]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A1A06C948>,1,0
"     ┌──────────┐
q_0: ┤ RZ(9.36) ├
     └──────────┘",e2a5d4e5c1f42f6ddbc3ee0e3b3fd91332f04ac9a59db7f367635246b9970c73,"[[-0.03  0.    1.    0.  ]
 [ 0.   -0.03  0.   -1.  ]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A19D5A088>,1,0
"                           ┌───────────┐┌──────────┐
q_0: ──■────────────────■──┤ RZ(-2.34) ├┤ RZ(9.36) ├
     ┌─┴─┐┌──────────┐┌─┴─┐├───────────┤└──────────┘
q_1: ┤ X ├┤ RZ(6.48) ├┤ X ├┤ RZ(-2.34) ├────────────
     └───┘└──────────┘└───┘└───────────┘            ",e3630e602ff056fa4fc7d3b1b13c36394a929e82778a44ceb36efd48d2ad5159,"[[ 0.76  0.    0.    0.    0.65  0.    0.    0.  ]
 [ 0.   -0.07  0.    0.    0.    1.    0.    0.  ]
 [ 0.    0.    0.13  0.    0.    0.   -0.99  0.  ]
 [ 0.    0.    0.    0.62  0.    0.    0.   -0.78]]",31.0,22.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A685E5208>,3,2
"     ┌───────────┐
q_0: ┤ RZ(-4.68) ├
     └───────────┘",05bb74a3d63e33d5afd73e3deca91d3f01447f0118ca954746727c84df91998b,"[[-0.7   0.    0.72  0.  ]
 [ 0.   -0.7   0.   -0.72]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A5AF90E48>,1,0
"                            ┌───┐┌──────────┐┌───┐┌────────────┐
q_0: ──■─────────────────■──┤ H ├┤ RZ(1.92) ├┤ H ├┤ RZ(-0.864) ├
     ┌─┴─┐┌───────────┐┌─┴─┐├───┤├──────────┤├───┤├────────────┤
q_1: ┤ X ├┤ RZ(-4.68) ├┤ X ├┤ H ├┤ RZ(1.92) ├┤ H ├┤ RZ(-1.152) ├
     └───┘└───────────┘└───┘└───┘└──────────┘└───┘└────────────┘",e58cf2994929ecbca7af9bb50ccc71aeb31fcc63fdd1716cc36068e0299af9eb,"[[-0.32 -0.46 -0.46  0.66 -0.07 -0.11 -0.11  0.14]
 [ 0.29 -0.19  0.39  0.29  0.37 -0.27  0.54  0.37]
 [ 0.38  0.53 -0.26  0.38  0.27  0.41 -0.2   0.27]
 [-0.16  0.1   0.1   0.08 -0.65  0.46  0.46  0.32]]",45.0,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B2A6EC688>,5,2
